"","YEAR","DIA_GROW","BA_GROW","NETVOL_GROW","BIO_GROW","BA_GROW_AC","NETVOL_GROW_AC","BIO_GROW_AC","DIA_GROW_SE","BA_GROW_SE","NETVOL_GROW_SE","BIO_GROW_SE","BA_GROW_AC_SE","NETVOL_GROW_AC_SE","BIO_GROW_AC_SE","nPlots_TREE","nPlots_AREA","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"142",2009,0.00755566623844609,0.000583304651738368,0.0124627121722515,0.000325908017434824,1.3308271681991,28.4340539696523,0.743568978309319,24.6124907670094,17.7810862904878,16.7382943535007,16.4542305508592,20.7301548760093,19.8163166223746,18.4736554086642,39,39,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"143",2009,0.00207493189496931,0.00048930936664584,0.0168182030011611,0.000323446063202933,1.15678724127551,39.760290685394,0.764666087875563,168.171142061131,71.3213071013052,33.5077766045622,56.0202261920166,75.2399997629999,38.8053002370711,61.1945711278926,12,12,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"144",2009,-0.000260613079936731,0.000133158307075427,0.0145297224317342,0.000289106531220235,0.277764272300038,30.3085693007953,0.603067634496803,-1225.70205912811,231.377074839342,48.3142426289038,55.4903583400425,233.463098921304,48.9216831008288,54.9392544420381,7,7,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"145",2009,0.00260948974540472,0.000215365663627391,0.0050829398030013,9.90538327169513e-05,0.749058866675524,17.6788679499225,0.344517089795691,94.1057897816159,50.920904112566,47.929367248684,59.1056083217197,50.1415684786835,47.719857100961,58.4710248789892,44,44,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"146",2009,0.000399136252850909,0.000343816464103176,0.00252101846574003,1.75203633852663e-05,0.49434981511685,3.62479736302203,0.0251913136937133,719.403299420725,36.7569856345784,131.169999764614,454.905842774255,43.2352121664684,138.058720092437,462.112325292105,22,22,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"147",2009,0.00759082282699109,0.000762021702785052,0.017401946158047,0.000455994836743051,1.42545746424091,32.5525296099128,0.852995710378143,25.3165981788254,20.058673130056,44.6033928304439,53.8562691275198,17.9803139203191,28.90546564342,38.3271151798827,23,23,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"148",2009,-0.00686541625877914,-0.000226357153060084,-0.00722523732625377,-0.000105902665315583,-0.571543533384853,-18.243460015134,-0.267400356962765,-91.9398766906516,-141.816873705101,-94.6198660573761,-138.47001522998,-148.72865398116,-101.627289309186,-145.516605188394,15,15,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"149",2009,0.00122621467961063,0.000292954491419515,0.00323901472930444,7.47780512782119e-05,0.665012905697001,7.35263209754169,0.169747761578679,219.036780156182,53.6507966875595,157.529019008299,165.799814849621,55.2227525249852,158.124902623472,165.988864212695,33,33,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"150",2009,0.00549469243368989,0.000699283554996126,0.0134047959528739,0.000410659999857698,1.93903281074957,37.1699562907204,1.13871291280531,29.3225219792835,14.0707437085685,18.541164764891,26.4883492869941,12.7701722676829,18.2230718856177,24.2679670968648,43,43,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"151",2009,0.0029699983610741,0.000569945043541026,0.0142872254442199,0.000414368044235486,1.35916003277633,34.0710495215508,0.988152263041882,73.620039202847,24.3297232819766,28.2882130535528,26.3990969378815,23.5943288079796,27.1002702913183,23.5235861361057,31,31,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"152",2009,0.00434914379650876,0.000660021892326727,0.0196250584613416,0.000481831877642177,1.56395727676193,46.5026286920493,1.14172647903824,38.0392850030088,16.9674287309665,14.3066663436348,17.28228982546,22.3144923405453,19.7027520720588,22.4529382821561,23,23,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"153",2009,0.00499660804777693,0.000674098125504962,0.01655372996535,0.00048850841974436,1.34948296854225,33.1390576666467,0.977949303657651,62.6732334056679,21.6677570809728,21.6073563263658,19.2537458060247,21.9303440715145,20.563948856296,18.6656895466561,55,55,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"154",2009,0.00171962810037048,0.000606948967812996,0.0135260050011799,0.000452130198380796,1.16623140210757,25.9897497384001,0.868752503349294,196.004611909754,29.9560217923648,37.2213629935096,29.8582754583806,29.8638972432434,35.265644721671,27.3085026491942,21,21,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"155",2009,0.0059546315351725,0.00043587769328492,0.0125867215092754,0.00032349706573615,0.901096304179024,26.0207127101704,0.668770195948195,59.9519765251679,46.933858416069,31.9579083390378,28.1789514536333,41.8610678936162,26.8851178165851,23.1061609311805,3,3,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"156",2009,0.00714308821330483,0.000671212232457942,0.0163071966078028,0.00039354944051503,1.63597719740984,39.7462985833114,0.959216592907268,40.7521213128534,21.6253521849074,19.0335256178066,18.6788807471756,23.3688422313423,20.9445390730702,20.1260867836721,43,43,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"157",2009,0.00204684109836182,0.000378029949878032,0.00746966402992822,0.000328075613121959,0.766363473566503,15.142921015114,0.6650932460397,266.327551730699,136.151382028492,114.662345497645,68.3381684025695,156.547556000281,134.977425262409,88.591084048036,5,5,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"158",2009,0.00593708025205522,0.000561104519722589,0.0105725608855436,0.000350058588648015,1.2566803022771,23.678884312065,0.784010318103259,35.314777963038,16.6507591747733,20.9822739640908,16.4567819990203,16.597458982401,20.7880396876639,16.4370308514085,148,148,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"159",2009,0.00563424247796559,0.00046775883388677,0.0109875262762286,0.000328239394535906,1.22035345272002,28.6657667512771,0.856355988217606,67.0464055321162,35.3137649007643,27.4623800125433,28.8665643829725,32.5928095090164,24.8062677703021,25.8087915029773,10,10,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"160",2009,0.00579158665280132,0.00136565052363192,0.0424375559801902,0.00115288270548068,2.80414019253188,87.1385865839178,2.36725624584801,27.6907227292862,11.9208474848248,9.63202139186366,13.2658444260955,11.0377840558361,21.2875390638762,14.5824400518259,8,8,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"161",2009,0.009796634835089,0.00133044782687255,0.0315957250660943,0.000861432113585229,2.38558510992488,56.6533235896481,1.54460744861429,35.7535491609488,15.3397405040799,18.1271609415603,15.9375114489365,11.437588704588,19.6129620194192,13.4137241399654,23,23,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"162",2009,0.00542431282729762,0.000753383388643471,0.014828602901471,0.000519919671020138,1.39822827005772,27.520877278207,0.964935507123973,98.1052547391014,34.8205479002777,36.5576060388115,26.3548423375392,28.0699283694682,31.1581973260336,22.0580271765181,46,46,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"163",2009,0.00795650501844677,0.000792054211288007,0.0231712281791127,0.000535739718032093,1.48607973070863,43.4746663067524,1.00517354059437,30.0988790637896,16.9563978582571,14.1872338906388,14.3247761598314,16.7602727506769,13.6206583567525,13.7437106148822,182,182,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"164",2009,0.0137749323859209,0.000938015815191115,0.0222624464973541,0.000590509874067475,1.77197651753573,42.0552956329096,1.11551384664805,88.0308256883826,73.0258688133691,46.0283115974098,44.3092258255568,60.2621038894967,35.3619794503915,32.6104971944706,108,110,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"165",2009,0.012336017176233,0.00117244304317787,0.0347586291110366,0.000735847875125055,2.07934061383741,61.644810477096,1.30503428823822,42.2121471977942,18.4912422573965,19.4148412624495,22.5125771114535,19.1736157357584,16.3717431733634,17.5125694230323,53,53,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"166",2009,0.0117521542862229,0.00183890715405549,0.0295816254353585,0.000733730347424302,3.69311711395147,59.4094198355205,1.47356656757913,15.2878831174165,1.88794619104041,0.165199590019523,0.160276850969604,13.0522119198533,14.7749585208863,14.7798812599125,2,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"167",2009,0.00921236412164535,0.000870897224405889,0.0231059089946727,0.000564862623080378,1.79369024529647,47.5886733945274,1.16338478130187,10.2297702317029,8.84427391634257,8.7092647048675,11.7586338380021,5.71821152922953,5.78549434473079,8.12144214014366,184,184,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"168",2009,0.0172097072062951,0.00138663095626565,0.0447501936200828,0.0009986809745186,3.37035176793839,108.770032503253,2.42739870537721,26.9333635915508,12.0916622642258,9.89339841400996,9.61611588621479,14.7104394136542,12.4500304994334,11.6203972751909,32,32,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"169",2009,0.0055227815585202,0.00037238516551632,0.0229914830965228,0.000578191633861533,0.913087486077228,56.3750585302815,1.41772442707677,24.3408084252191,74.060803534029,56.2353041038454,45.9673693258228,74.1788727002006,54.5464517807412,44.0686735113081,7,7,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"170",2009,0.000215898556344138,0.000455515748246349,0.0199387060300462,0.000499637351971203,0.934850293783048,40.9200016939083,1.02540060815341,2449.27036661834,57.2002190848277,18.9248692848034,24.897930070297,66.8556371471361,25.6923161978742,34.0518533892447,3,3,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"171",2009,0.0109720906841775,0.00137422861471943,0.0458253953398985,0.000900452640206539,2.51584785545061,83.8941362129893,1.6484897924069,35.7973774107436,15.0491944626287,13.4759049211572,14.3917260001805,15.7708819859241,14.3532260932383,15.3283774002579,15,15,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"172",2009,0.00825363472150703,0.000756175603927919,0.0264716894589542,0.000574047661072751,1.69292877351607,59.2649174819417,1.28518005308764,20.0103509319774,13.1644625548733,12.6012332947817,14.0071561599189,13.0204473161939,12.9188722048806,13.9450779446741,347,347,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"173",2009,0.0094279087684744,0.000769552615502387,0.0052217314491764,7.9785385894762e-05,1.56076440391946,10.5904293072681,0.161816343351945,1.7083921236599e-06,2.61622219816167e-06,0,2.23040951983197e-06,0,NA,2.09654455455638e-06,1,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"174",2009,0.0024522518834238,0.000278678293327777,0.0141000072696616,0.000394903959000157,0.616300564489792,31.1823441138337,0.873335091674295,179.549440109002,136.943519152989,89.8608746623947,59.6171652997138,137.205835743904,90.1552378111183,59.8922424747287,209,209,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"175",2009,0.00853410403533261,0.000611225102886384,0.0197260556968371,0.000494089742923947,1.05718943031164,34.1186536448771,0.854589334400567,53.691689411688,36.1437698142365,30.2902593867097,26.4916380065944,35.8454069829797,32.1367178092706,28.3779300532043,22,23,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"176",2009,0.00539489601792163,0.000587637010443582,0.013236857597545,0.000332862136771888,1.28137243592799,28.8636422865788,0.725822845469904,49.2810256954068,34.8517099731854,37.8078397248297,38.8777671604212,31.5042286616462,34.796889134555,36.2535386669015,23,23,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"177",2009,0.00678969442924833,0.000743108921281572,0.022375196174909,0.000522983115271077,1.63164791478018,49.1293283340278,1.14831659943692,48.7352692503391,27.0242253877154,23.8096620219605,23.975002934322,28.7642146424622,27.3110790362458,27.1783910352386,21,21,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"178",2009,-0.0113227681230691,9.19222236140617e-05,0.0145660743575621,0.000298417007808632,0.279786346701715,44.3351843554008,0.908300529793338,-33.5346442023572,188.022707706522,23.465853440204,23.824527814098,180.339145701592,16.2630660661284,17.0850817566808,4,4,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"179",2010,0.0010731611777865,0.000373668193131126,0.0102181173091731,0.00024574221643174,1.35330952353593,37.00683044826,0.89000157879426,0,NA,0,2.43374330232024e-06,2.12766325002975e-06,0,0,1,1,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"180",2010,0.0179542317617048,0.000846193895487289,0.0151380777262881,0.000301620280762441,2.1356367481573,38.205705880335,0.761233753896146,36.173993924489,26.6844800159389,26.4389112377477,14.4777865196554,27.9167836205734,30.211875097127,17.2135184263865,25,26,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"181",2010,0.00939937720628719,0.000499430175057111,0.00799331619356683,0.000195080399186915,1.20883729948251,19.3472866557096,0.472179044664479,18.5410043521415,14.880021576519,18.4826535585369,15.7041982783051,14.4745950165216,18.2186539183331,14.9686132730793,223,228,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"182",2010,0.0160277957166919,0.000955092131456335,0.0160300748398026,0.000290045598686934,2.99012731098957,50.1856972715432,0.908051943369791,8.33781777832543,2.15245476110673,7.89260429036823,7.98158969756202,22.226764550792,16.6011688394719,16.1135970707792,5,5,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"183",2010,0.00912218111645462,0.000582690806382601,0.00979963143886899,0.000233905765953348,1.59925293728716,26.8960642441514,0.641977664915608,28.6498150803505,19.9609101734426,22.7897062321015,20.064262966027,19.5229070303024,22.3627244128209,19.5230914727885,71,71,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"184",2010,0.0124100127847321,0.00067652419686203,0.0132066602181745,0.000266190313800882,1.58985651324314,31.0361327258422,0.625556936649932,24.9898136691845,20.8714816211506,26.8243532121361,25.7133059382158,26.3137709427366,32.3562745801116,30.8364291783191,57,58,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"185",2010,0.00625844735325987,0.00038581262517741,0.00590029365817261,0.000147485619574443,0.948109268000434,14.4995853846547,0.36243625451867,27.2727017190485,19.5717039622729,27.6594905983251,26.3237969738028,18.518953914147,26.868276734251,25.2936419768025,145,146,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"186",2010,0.0107547576694697,0.000791582128921947,0.0161209326101993,0.000396291189591192,1.68999568784729,34.4175362225743,0.846065590759472,32.3859852791611,16.2682966883619,15.4343928956059,12.7600197200203,13.3021804196052,13.9330484623334,11.2673428119902,39,39,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"187",2010,0.0126428729693434,0.00085556330883323,0.0193515548723471,0.000476691638358474,1.80445041282458,40.8139535878703,1.00538021528649,27.6631032903865,22.2423040232782,14.1977817845117,19.0752606038753,21.2531633868242,16.8136943955146,18.9059859096495,20,20,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"188",2010,0.00418263124833748,0.000425146358098494,0.0174130979668364,0.000392437452632707,0.823322921690623,33.7215700444021,0.759980049052972,86.6853017995819,50.6426292744183,27.7829235753049,28.6254588612347,51.0448439609229,29.0220587553553,27.3330616597963,10,10,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"189",2010,0.00311930784308082,0.000270560018459051,0.00471696311380013,9.50276601882011e-05,0.875765598647476,15.2681613812813,0.307591477065871,44.8554547370615,26.5374573232955,38.2039632114935,46.5003325328749,26.6917795651275,38.0972275933451,45.6836598031369,61,61,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"190",2010,0.000179833932163131,0.000332198122182936,0.00241452614006836,2.87410094571424e-05,0.463540582093658,3.3691667041733,0.0401044538306768,1342.76480824707,32.3783598854003,116.170552759883,271.518666737422,38.5325008442367,122.757957196155,278.123424399907,24,24,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"191",2010,0.00472928603576811,0.000751603016878556,0.0193521928684578,0.000440633813513235,1.73308644309853,44.6233215558945,1.01603701877368,24.1818112546338,10.9848266422458,14.7184896871013,20.6472383797842,11.1231285302179,14.3626968326086,20.1027175963015,42,42,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"192",2010,-0.00409578344894729,-4.6952643883746e-05,-0.00361432416601722,-2.40584607509043e-05,-0.109617318397711,-8.43813021221588,-0.0561677412420144,-161.429494712052,-762.541781530157,-207.836233881823,-682.640915082259,-771.463252463489,-216.865558659147,-691.80865643961,19,19,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"193",2010,0.00269960190513804,0.000448695632527951,0.00279899867176856,0.000156937446215791,1.14293203645146,7.12970000159315,0.399756142016231,70.2133134744977,28.7020929692918,119.694095112575,50.0250296952872,29.0223762729386,119.990452076178,50.8598441454076,50,50,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"194",2010,0.00521472697743813,0.000627512838901356,0.0131457479050503,0.000397709330338795,1.60857837676206,33.6980608451793,1.01949568098012,21.04707347919,17.9553246915248,30.2157239548083,28.3187793194948,16.2283108339698,28.5910190746487,26.3359325548901,62,62,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"195",2010,0.00309164489773709,0.000598713922521306,0.015198090842795,0.000446838531094865,1.35826118894554,34.4788657175456,1.01371191095025,81.5214877964711,23.9727309833904,28.0810726007041,26.8741781686592,24.8544667019609,28.7951070571435,26.9897070311379,42,42,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"196",2010,0.00797466813719154,0.000808846261817734,0.0208834165977998,0.00056939995745708,1.76930391851614,45.6812531165759,1.24552912399903,37.1442764898578,18.4196120746503,17.2284449710994,18.4928660457978,20.4195079862053,19.0754291998339,20.2238172690503,33,33,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"197",2010,0.00712433970034246,0.000938678247732705,0.0247552078226876,0.000710537403359632,1.89131416194783,49.8785129516957,1.43164013527922,26.4143508217387,11.8271755474773,11.7055632024948,10.5742918267159,12.6869893346243,11.9506468679459,11.0449920589095,82,82,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"198",2010,0.00768058679297201,0.000968703437553278,0.023185556706822,0.000705130172119807,1.98266392378354,47.454324051498,1.44320346107611,60.5749634324177,23.0592560109038,29.0605262617114,20.6849685931353,21.4816033202964,26.3066080066079,17.0340967709863,33,33,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"199",2010,0.0067049613299239,0.000492755289893417,0.0129204887454455,0.000330953236271205,1.1181289214787,29.3183501876712,0.750978006165796,22.9644111520113,17.6915796631371,13.730092746719,12.1500715776073,14.4555150333098,10.4940281168917,8.91400694778003,4,4,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
