"","YEAR","POLE_PERC","MATURE_PERC","LATE_PERC","MOSAIC_PERC","POLE_PERC_SE","MATURE_PERC_SE","LATE_PERC_SE","MOSAIC_PERC_SE","nPlots_AREA","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","polyID"
"209",2007,20.0679947709407,60.6681990712561,10.466803745823,8.79700241198019,13.5873084300557,13.5779972053268,13.5949583198016,13.6096120935757,56,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"210",2007,47.7922984912496,34.805134339167,17.4025671695835,0,38.1910011761424,38.173578249425,38.180331341739,NA,6,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"211",2007,28.1683430483165,58.8742655654114,8.1477513485183,4.80964003775382,11.6570268216618,11.6566050958159,11.6531705261132,11.6546590018332,64,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"212",2007,27.8664681821529,59.6360901661428,11.7910643551112,0.706377296593029,22.988295369364,23.0172949127849,22.9996437868826,23.219495584577,19,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"213",2007,34.1939542282882,51.5511118855289,10.394476403543,3.86045748263985,6.34664443908227,6.34456938888534,6.35767553202029,6.33002038651132,160,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"214",2007,0,100,0,0,NA,62.9063915898621,NA,NA,3,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"215",2007,59.2257618415022,40.7742381584978,0,0,31.0058060901323,30.9996091931791,NA,NA,10,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"216",2007,5.20877960010726,49.7590682599088,45.0321521399839,0,43.9600083629648,43.629550061745,43.5792059311763,NA,8,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"217",2007,18.9216044736903,56.3293193204262,22.443136672861,2.3059395330225,21.0052206046567,20.9724313825516,21.0065470722536,21.1782543166918,27,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"218",2007,26.2701693584626,54.1882066904636,17.0262141049585,2.51540984611521,12.8402629181878,12.8221532654078,12.8226223408956,12.9196033484913,60,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"219",2007,0,84.8995323380435,15.1004676619565,0,NA,63.7651901964219,64.223819054633,NA,2,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"220",2007,16.7149555589764,56.5993507708267,25.0978780898481,1.58781558034878,6.35028932864184,6.34682536831892,6.34369004207107,6.36776397133268,210,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"221",2007,28.9047283977439,53.7708302177028,10.9590490802681,6.36539230428523,8.72096038098476,8.72006784398198,8.71533305458149,8.72437262969084,130,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"222",2007,14.1742189446918,53.7959125139749,29.3212852566543,2.70858328467896,12.284206371075,12.2757938724045,12.271313386655,12.2806855286652,62,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"223",2007,0,65.6472000788223,0,34.3527999211777,NA,72.5813391937957,NA,72.9508416918172,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"224",2007,33.5385874731828,50.4212150093058,13.6932188665271,2.34697865098429,5.99284808837592,5.99420711684596,5.99843610351106,5.99918408804584,215,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"225",2007,36.9261674084223,51.9080061785478,5.74031958814653,5.42550682488338,17.3573572291074,17.3762207860714,17.4206357207454,17.3672240587675,35,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"226",2007,0,86.9440613075498,11.8754261393374,1.18051255311282,NA,37.9326698895117,37.929554081107,38.2038359275021,7,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"227",2007,6.08120785508685,79.9719376435205,11.3195935551885,2.6272609462041,28.2792214121005,28.1787018471691,28.1584142829496,28.1564117927641,12,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"228",2007,14.0415121778575,71.1403413891663,14.8181464329762,0,26.6963513302834,26.6760904976253,26.6935605764159,NA,16,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"229",2007,19.5140984083442,57.6764317267922,20.7660174941892,2.04345237067439,4.76991208892693,4.76947328509828,4.76944848127408,4.78113366119593,368,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"230",2007,0,0,0,100,NA,NA,NA,101.12825565645,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"231",2007,16.0493349587794,53.2044063275022,28.6287582854317,2.11750042828672,4.62088646548227,4.62772888620667,4.64114462826473,4.6569520725926,234,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"232",2007,16.904046662225,58.12396284451,23.3782484988359,1.59374199442912,21.4597228775601,21.4124412321368,21.4229042789439,21.5890453021584,24,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"233",2007,21.2951464308184,66.8972322401281,8.6241730884489,3.1834482406047,19.6244897083047,19.6159504666092,19.6134884257981,19.6305705188023,26,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"234",2007,14.454595193838,69.4185974568753,8.64939389747438,7.47741345181228,22.3541728816543,22.3287475588444,22.3202858984811,22.4109247602455,21,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"235",2007,0,70.5702039090214,29.4297960909786,0,NA,57.1824873905098,56.9066173049978,NA,4,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"236",2008,0,100,0,0,NA,103.141425656053,NA,NA,1,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"237",2008,72.1341724082374,19.0271692911178,4.60012364936793,4.23853465127689,19.1958695832319,19.177118475328,19.2053746142542,19.2094379789961,26,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"238",2008,60.3692466174693,31.7116041789132,2.04352086807883,5.87562833553873,5.66250718029237,5.66370528205068,5.68364773566473,5.66943665136759,230,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"239",2008,81.0328656140822,18.9671343859178,0,0,44.6739000297001,44.6827871838283,NA,NA,5,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"240",2008,61.1485890066539,37.5815333023461,0.456488244644522,0.813389446355461,11.4255428983645,11.4282693180002,11.5456194569457,11.4586713754698,71,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"241",2008,62.8444845437396,30.4390584421669,0,6.71645701409352,12.5717116697198,12.5651891038204,NA,12.5720564690057,59,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
"242",2008,50.5880017127087,40.1962096073724,3.84991184585806,5.36587683406082,6.33033385909478,6.33924402355927,6.35289601163773,6.33194570721838,176,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8
"243",2008,34.4566648590248,53.2638172677417,7.28386882692941,4.99564904630415,15.2747320862513,15.2650667967921,15.2777738703942,15.2544930607259,40,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9
"244",2008,31.5945278974527,55.0879836936788,7.01184895686241,6.30563945200607,16.4899173574337,16.5030854905522,16.5330574990204,16.5256528895259,32,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10
"245",2008,11.9046171061099,84.9868417593386,3.10854113455145,0,19.456256984751,19.3778832736124,19.471862518572,NA,26,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11
"246",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,17916319.7071,467338.758145,268,463,"211","211E","211Ec","Humid Temperate","Warm Continental","Northeastern Mixed Forest","St. Lawrence and Champlain Valley","Champlain Glacial Lake and Marine Plains",0,4427.21375746,1791.62984277,12
"247",2008,47.4946719249954,47.1324080833065,3.13993504768577,2.23298494401235,6.88567168274658,6.88374306932201,6.88934601608503,6.9218670025798,105,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13
"248",2008,39.1567638394221,43.8519243175495,10.6016119768613,6.38969986616704,18.9181664612872,18.902264650284,18.9177849086098,18.7784882385984,28,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14
"249",2008,23.0988776580653,60.0739883826083,16.0664419567087,0.76069200261775,10.7221244280489,10.7229588434203,10.7242753788223,10.7598078451718,74,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15
"250",2008,36.9650570708486,52.534598867312,9.93177251070631,0.568571551133124,12.562229960462,12.560363073787,12.5932452550028,12.6947606898693,45,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16
"251",2008,20.1875196147982,69.5907991342375,8.76606840531803,1.45561284564635,7.80141344122105,7.79652751725972,7.82522910124412,7.87054224403013,124,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17
"252",2008,13.2173314048048,73.7471929585508,10.3563633200977,2.67911231654666,8.10838588139396,8.10747606204183,8.09827658487926,8.13444713111084,105,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18
"253",2008,17.6526639280153,67.0060628398894,12.3904896124884,2.95078361960693,9.66224499250741,9.64737944265264,9.65859197433024,9.68976985977623,86,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19
"254",2008,18.3624173042601,63.8020932064882,12.8544091125309,4.98108037672071,12.1336469123535,12.1399250895727,12.1313523595085,12.1545760669983,52,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20
"255",2008,11.758563061349,68.3095345151244,18.1509155137512,1.78098690977543,6.84901658995778,6.8302093863677,6.84582527184815,6.85326458619332,143,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21
"256",2008,14.9470335036493,67.3581617414197,9.73760111771965,7.95720363721139,12.70467762264,12.6911366630022,12.703326505958,12.7200620053886,59,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22
"257",2008,48.3992624298829,34.4004917134114,17.2002458567057,0,38.3135430321583,38.2955602115954,38.3022642337688,NA,6,176703017.156,223067.482956,676,814,"211","211I","211Ia","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Catskill Mountains","Catskill Mountains",0,43664.2609704,17670.2994937,23
"258",2008,28.6803778903775,54.4439347891481,13.9566993247922,2.9189879956822,11.2356105962632,11.2362758831285,11.2366941056813,11.2430737560128,63,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24
"259",2008,22.1012984891616,60.7272719665704,14.2294247407685,2.94200480349957,18.4318257098955,18.4983361680389,18.5824293098924,18.6764561554665,22,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25
"260",2008,33.4092506568807,51.9965412061247,12.0931942003945,2.5010139366001,5.89798021374508,5.89121678264819,5.90859185422803,5.88428686413196,158,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26
"261",2008,0,100,0,0,NA,65.0704983502079,NA,NA,3,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27
"262",2008,59.9322616193006,40.0677383806994,0,0,30.8344146317065,30.830418569475,NA,NA,10,290497429.995,267681.588271,791,951,"211","211F","211Fd","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Pocono Plateau",0,71783.4781289,29049.7429488,28
"263",2008,4.25538016475758,32.3816360204442,59.655591810567,3.70739200423124,36.777704471374,36.526519786548,36.4705798940227,36.7723670001487,10,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29
"264",2008,19.050332968464,55.7280561584034,22.2131102071846,3.00850066594792,20.0861051143794,20.0751241507188,20.0847997197258,20.230637646582,28,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30
"265",2008,26.5766555351989,50.6485141179048,16.8099697542558,5.96486059264057,13.1878231052117,13.1774769211691,13.1628001483539,13.1790254553889,55,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31
"266",2008,0,90.5683279656465,9.43167203435354,0,NA,52.5411392612655,52.9380193109265,NA,4,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32
"267",2008,15.6555468130361,55.5324961439697,26.8934628151212,1.91849422787309,6.31304250381983,6.31164676428233,6.30994642043961,6.33125223994903,212,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33
"268",2008,28.056795723773,53.7481398540666,11.3857307594899,6.80933366267048,8.57089209854296,8.56799692618157,8.56536676785779,8.57416565876622,134,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34
"269",2008,10.3612328736934,57.6686857404257,29.2574645358921,2.71261684998885,12.2925281466349,12.2727466938614,12.2701624947162,12.2789072418182,62,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35
"270",2008,0,65.6472000788223,0,34.3527999211777,NA,72.5813391937957,NA,72.9508416918172,2,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36
"271",2008,32.5895538098285,51.7371175080754,13.2826765851245,2.39065209697153,6.01482766107015,6.01628932181721,6.02020048831539,6.02365356430227,215,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37
"272",2008,36.8951360828384,51.9263814377237,8.94755155869442,2.23093092074346,17.3603785327584,17.3792817435649,17.4022028131657,17.3682567493807,35,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38
"273",2008,0,86.9440613075498,11.8754261393374,1.18051255311282,NA,37.9326698895117,37.929554081107,38.2038359275021,7,203773157.609,683810.759135,1225,1359,"M221","M221C","M221Cb","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Cumberland Mountains","Eastern Coal Fields",0,50353.8357549,20377.4743617,39
"274",2008,8.27995709981911,79.7921594106488,9.65304859930468,2.27483489022742,21.8671340262617,21.8579287034888,21.8241480751261,21.7937202730157,16,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40
"275",2008,18.2593352529136,62.4134796066302,19.3271851404562,0,30.380194601618,30.3599925129292,30.3768590638664,NA,12,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41
"276",2008,17.8382062952281,60.0639403532231,20.6551720649421,1.44268128660672,6.14899170671712,6.14834632652032,6.14920355198884,6.16933435864008,221,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42
"277",2008,0,0,0,100,NA,NA,NA,101.082367870208,1,47382559.6696,367672.584936,1521,1612,"221","221J","221Jc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Holston Valley",0,11708.4878439,4738.25692275,44
"278",2008,15.5850308595624,50.5696888605163,30.688963926289,3.1563163536323,6.97433926136579,6.97758426208322,6.99799432713597,7.03080271830491,101,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45
"279",2008,16.9129752553373,58.126137571054,23.3744305729287,1.58645660067999,21.4692236252836,21.4218306325531,21.432252466477,21.5989471108742,24,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46
"280",2008,17.5667813461413,69.1211366943726,8.89298743297471,4.41909452651134,20.0176821305525,20.0112980391671,20.0111874440151,20.0588420025198,25,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48
"281",2008,14.209014359736,64.400135561696,14.0451547420019,7.3456953365661,22.3321913009187,22.3033197102286,22.2976516026083,22.3882598317284,21,602027990.916,832582.74797,1748,1801,"231","231A","231Ac","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Plains",0,148764.359215,60202.8002511,49
"282",2008,0,70.5204849288814,29.4795150711186,0,NA,57.1867110684469,56.9115937994357,NA,4,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50
"283",2009,0,100,0,0,NA,103.228941259056,NA,NA,1,102326580.547,429941.553185,47,143,"211","211A","211Aa","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Aroostook Hills and Lowlands","Aroostook Hills",0,25285.4445082,10232.6563501,1
"284",2009,73.3026948008008,17.597184845608,4.7899609860464,4.31015936754481,19.1131181603196,19.1155599112112,19.13044195613,19.1277864045405,26,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2
"285",2009,62.0533314694477,30.0041409781736,2.02604667116642,5.91648088121228,5.57654021757064,5.57801446667546,5.59723081269991,5.58170995028793,234,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3
"286",2009,63.4529463200758,36.5470536799242,0,0,43.8607505675319,43.8619945965228,NA,NA,5,65228745.2921,481619.825375,106,226,"211","211B","211Bb","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Maine-New Brunswick Lowlands",0,16118.3787885,6522.87647189,4
"287",2009,60.439705779632,36.6263868797242,2.13552594141685,0.798381399227008,11.4016232904535,11.4049769542393,11.441518863486,11.435098208618,71,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5
"288",2009,62.1772294634898,33.7133399468482,0,4.10943058966202,12.6163917404384,12.6141065736358,NA,12.6299186612126,59,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6
