"","YEAR","VOL_DUFF_ACRE","VOL_LITTER_ACRE","VOL_1HR_ACRE","VOL_10HR_ACRE","VOL_100HR_ACRE","VOL_1000HR_ACRE","VOL_PILE_ACRE","VOL_ACRE","BIO_DUFF_ACRE","BIO_LITTER_ACRE","BIO_1HR_ACRE","BIO_10HR_ACRE","BIO_100HR_ACRE","BIO_1000HR_ACRE","BIO_PILE_ACRE","BIO_ACRE","CARB_DUFF_ACRE","CARB_LITTER_ACRE","CARB_1HR_ACRE","CARB_10HR_ACRE","CARB_100HR_ACRE","CARB_1000HR_ACRE","CARB_PILE_ACRE","CARB_ACRE","VOL_DUFF_ACRE_SE","VOL_LITTER_ACRE_SE","VOL_1HR_ACRE_SE","VOL_10HR_ACRE_SE","VOL_100HR_ACRE_SE","VOL_1000HR_ACRE_SE","VOL_PILE_ACRE_SE","VOL_ACRE_SE","BIO_DUFF_ACRE_SE","BIO_LITTER_ACRE_SE","BIO_1HR_ACRE_SE","BIO_10HR_ACRE_SE","BIO_100HR_ACRE_SE","BIO_1000HR_ACRE_SE","BIO_PILE_ACRE_SE","BIO_ACRE_SE","CARB_DUFF_ACRE_SE","CARB_LITTER_ACRE_SE","CARB_1HR_ACRE_SE","CARB_10HR_ACRE_SE","CARB_100HR_ACRE_SE","CARB_1000HR_ACRE_SE","CARB_PILE_ACRE_SE","CARB_ACRE_SE","nPlots_DWM","AREA","PERIMETER","ECOMAP_200","ECOMAP_201","PROVINCE","SECTION","SUBSECTION","DOMAIN_NAM","DIVISION_N","PROVINCE_N","SECTION_NA","SUBSECTI_1","ATIntersec","Acres","Hectares","id","evalGrp","polyID"
"271",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46,5,46
"272",2009,NA,NA,4.48851223414653,22.5270414226356,134.096172186814,822.197793965623,0,983.309519809219,36.613295568783,35.5879686177248,0.0667550010121928,0.345998524088138,1.95226183109863,6.80978733607296,0,81.3760668787797,18.3066477843915,17.7939843088624,0.0333775005060964,0.172999262044069,0.976130915549316,3.52212291639465,0,40.805262687748,NA,NA,0,1.00549192255953e-06,0,1.24672713704271e-06,NA,1.04245538266778e-06,0,0,0,NA,1.02550951797066e-06,1.66310319777814e-06,NA,1.57456660949304e-06,0,0,0,1.0228890358582e-06,0,1.60774898600146e-06,NA,0,1,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48,5,48
"273",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133518708.529,672812.62891,1750,1802,"231","231A","231Ab","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Piedmont Ridge",0,32993.2361935,13351.8889786,50,5,50
"274",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893239567.773,491042.875571,56,154,"M211","M211A","M211Ab","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","St. John Upland",0,220724.266966,89323.941735,2,1,2
"275",2010,NA,NA,11.1075564874771,82.8191748200487,210.196426755876,438.473094614843,0,742.596252678245,13.1820243587427,4.34665288114161,0.122094711696269,0.938446515850907,2.41456108138229,3.32057438422013,0,24.324353933034,6.59101217937137,2.1733264405708,0.0610473558481347,0.469223257925454,1.20728054069115,1.67892810309753,0,12.1808178775044,NA,NA,14.4797592866728,7.47046050060425,4.85718542710567,19.566650109375,NA,10.7409877325649,15.733558029884,12.2078025979801,11.5113184339412,5.19253044308616,5.59662206040454,16.1623553950974,NA,9.56288467901039,15.733558029884,12.2078025979801,11.5113184339412,5.19253044308618,5.59662206040446,15.4278302153549,NA,9.53878023776643,4,65429303742,1609035.8431,105,223,"M211","M211A","M211Ac","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Maine Central Mountains",1,1502050.13182,607858.122271,3,1,3
"276",2010,NA,NA,10.0166846931441,25.5302657532509,182.36807123636,198.908370959375,0,416.823392642129,13.5610924855491,3.8225027817919,0.11855864040355,0.302179182990399,2.15852961744909,1.69589997037558,0,21.6587626785596,6.78054624277455,1.91125139089595,0.059279320201775,0.1510895914952,1.07926480872455,0.832686885454413,0,10.8141182395464,NA,NA,NA,0,1.4152698811067e-06,7.49159655699712e-07,NA,NA,0,0,1.50328008655991e-06,1.52287039047887e-06,1.52547274880156e-06,0,NA,1.21623867725712e-06,0,0,1.50328008655991e-06,1.52287039047887e-06,1.32109815324303e-06,6.99045995084616e-07,NA,8.61224439448412e-07,1,1936680480.28,338653.742491,118,237,"211","211B","211Ba","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Maine - New Brunswick Foothills and Lowlands","Central Maine Foothills",0,478564.205683,193668.06293,5,1,5
"277",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16868893979.3,1308523.65785,131,264,"M211","M211A","M211Af","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Connecticut Lakes",1,387256.519268,156717.153211,6,1,6
"278",2010,NA,NA,6.50805818175682,64.2323963421124,276.716933055546,923.564451173238,0,1271.02183875265,9.90227881364077,3.31343615316031,0.0742903121445018,0.790163175480838,3.42709293214672,8.68949851846517,0,26.1967599050383,4.95113940682038,1.65671807658016,0.0371451560722509,0.39508158774042,1.71354646607336,4.42602784717519,0,13.1796585404618,NA,NA,12.0519138062676,4.64987367322629,4.4853900713792,14.8878079158354,NA,9.6681492132693,10.0330435258543,6.9262949775001,8.56294576307386,9.1108111808924,8.67960635076485,13.0225846139392,NA,5.85000539237039,10.0330435258543,6.9262949775001,8.5629457630739,9.11081118089244,8.67960635076485,13.447269404135,NA,6.03685726043308,3,48661256882.8,1766731.4811,180,343,"M211","M211A","M211Ae","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Mahoosic Rangely Lakes",1,1117108.74387,452077.869464,8,1,8
"279",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091778034.38,326071.117443,188,366,"M211","M211A","M211Ag","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","Western Maine Foothills",0,269784.24257,109177.809471,9,1,9
"280",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,864898410.969,533518.615687,227,423,"M211","M211B","M211Ba","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Northern Piedmont",0,213720.99805,86489.8193562,10,2,10
"281",2010,NA,NA,2.95744536492802,15.2551927028356,54.4855289882927,854.593294121875,0,927.291461177931,7.82023,4.16406375,0.0438904353326936,0.226397098236127,0.80860110384033,10.1065227697314,0,23.1697051571405,3.910115,2.082031875,0.0219452176663468,0.113198549118063,0.404300551920165,4.96230267993811,0,11.4938938736427,NA,NA,1.03700699016727e-06,NA,NA,NA,NA,NA,NA,1.04158817859506e-06,NA,NA,0,1.48662789031981e-06,NA,1.05893156452981e-06,NA,1.04158817859506e-06,0,NA,9.48209043341146e-07,0,NA,NA,1,517488463.567,400094.240746,252,434,"M211","M211C","M211Ca","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Northern Green Mountain",0,127874.18151,51748.8452702,11,2,11
"282",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29490466371.9,973599.239888,310,523,"M211","M211A","M211Ad","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","White Mountains","White Mountains",1,677007.951605,273975.397697,13,1,13
"283",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685207574.065,410875.610594,318,537,"221","221A","221Al","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Sebago-Ossipee Hills and Plains",0,169318.481518,68520.7584363,14,1,14
"284",2010,NA,NA,8.74546014872563,62.2526816206273,168.560736844066,742.431003380406,0,981.989881993825,17.8278838330686,7.52437871225658,0.107403530804745,0.738399761841018,2.00299114872176,6.06696852382319,0,34.2680255105159,8.91394191653432,3.76218935612829,0.0537017654023726,0.369199880920509,1.00149557436088,3.11770921403061,0,17.218237707377,NA,NA,10.4752010004158,25.8759939499258,28.5155892363546,32.1903483128392,NA,30.8103654687681,21.20640026763,13.8393010183258,7.42457054006279,21.6184017107773,23.461660166792,33.084629128974,NA,6.61707906706211,21.20640026763,13.8393010183258,7.42457054006279,21.6184017107772,23.461660166792,33.3080638444759,NA,6.48372093538866,3,23104910867.1,1585924.22483,371,556,"M211","M211B","M211Bb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Southern Piedmont",1,530415.768299,214651.645848,15,2,15
"285",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13106538800.4,897118.984336,399,574,"M211","M211B","M211Bc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","New England Piedmont","Sunapee Uplands",1,300884.729118,121763.729843,16,1,16
"286",2010,NA,NA,5.70125043730696,22.0890976406173,78.4768420087771,440.578802125,0,546.845992211702,27.9984925,5.018475,0.0704771685065188,0.279951684407885,0.907193831033015,3.11191037662345,0,37.3865005605709,13.99924625,2.5092375,0.0352385842532593,0.139975842203942,0.453596915516506,1.59320500673317,0,18.7305000987069,NA,NA,12.5413104080479,27.7915608863499,26.6384913114418,45.8678961638811,NA,39.5239904401777,62.1240302934119,68.9026650571921,23.3159430817522,37.3078548177541,16.0942764175787,47.5169697482069,NA,51.7508707205528,62.1240302934119,68.9026650571921,23.3159430817521,37.3078548177541,16.0942764175785,48.6283225386998,NA,51.4589232640624,2,25038207011.2,1030041.78755,418,587,"M211","M211C","M211Cd","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Southern Green Mountain",1,574798.140753,232612.554749,17,2,17
"287",2010,NA,NA,21.803024378111,111.187070679179,0,509.905172459375,0,642.895267516665,20.77933,20.6017625,0.247698138382526,1.26316560224959,0,4.38769481304938,0,47.2796510536815,10.389665,10.30088125,0.123849069191263,0.631582801124795,0,2.17609130259693,0,23.622069422913,NA,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,1,30232456613.2,2026892.51544,450,633,"M211","M211C","M211Cc","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Berkshire-Vermont Upland",1,694041.703701,280868.712604,18,2,18
"288",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32373430281.5,2146229.36379,472,647,"M211","M211C","M211Cb","Humid Temperate","Warm Continental","Adirondack-New England Mixed Forest--Coniferous Forest--Alpine Meadow","Green-Taconic-Berkshire Mountains","Taconic Mountains",1,743191.696086,300759.008838,19,2,19
"289",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2055133382.7,603413.81634,474,649,"221","221B","221Bb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Taconic Foothills",0,507834.508301,205513.334143,20,2,20
"290",2010,NA,NA,4.2717691610166,59.7729814852956,126.864289767832,782.035545076151,0,972.944585490296,12.7883593109241,16.2193417867632,0.0622331810726372,0.874053674678567,1.84958358518167,11.0171762166114,0,42.8107477552315,6.39417965546203,8.10967089338159,0.0311165905363186,0.437026837339282,0.924791792590839,5.40943352235617,0,21.3062192916662,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,3,62667888919.9,3395996.96075,638,779,"221","221A","221Ae","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Hudson Highlands",1,1438656.77043,582203.739104,21,2,21
"291",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31542035771.3,2677028.08296,646,790,"221","221B","221Ba","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Hudson Limestone Valley",1,724105.504392,293035.101094,22,2,22
"292",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1884267054.78,603656.767131,717,853,"211","211F","211Fc","Humid Temperate","Warm Continental","Northeastern Mixed Forest","Northern Glaciated Allegheny Plateau","Eastern Allegheny Plateau",0,465612.531295,188426.706262,24,2,24
"293",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9678455959.46,1084726.0397,729,881,"221","221B","221Bd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Hudson Valley","Kittatinny-Shawangunk Ridges",1,222186.775929,89915.798114,25,2,25
"294",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,61464507237.2,3032238.22779,762,918,"M221","M221A","M221Ac","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Ridge and Valley",1,1411030.92831,571023.957443,26,3,26
"295",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233891213.16,207017.730059,789,954,"221","221D","221Dc","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Newark",0,57795.7843329,23389.1241015,27,2,27
"296",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,541020981.278,379092.493115,821,990,"221","221A","221Am","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Lower New England","Reading Prong",0,133689.273097,54102.129344,29,3,29
"297",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2261728973,892052.281746,825,1003,"221","221D","221Da","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Gettysburg Piedmont Lowland",0,558885.403464,226172.898439,30,3,30
"298",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60960932672.1,2714816.25174,827,1004,"M221","M221A","M221Ad","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Northern Great Valley",1,1399470.44702,566345.596647,31,3,31
"299",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228434102.718,738136.562702,893,1058,"221","221D","221Db","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Piedmont Upland",0,56447.3152532,22843.418026,32,3,32
"300",2010,NA,NA,23.0224057766331,56.5713193633916,362.069287596313,595.010976639592,32.292349086369,1068.9663384623,26.6159943483841,12.8452020407762,0.338405528100072,0.824016840679308,5.31020231519209,5.41974082847804,0.391144879468835,51.7447067810786,13.3079971741921,6.42260102038808,0.169202764050036,0.412008420339654,2.65510115759605,2.69563922258647,0.19791930901123,25.8604690681636,NA,NA,33.4832922127162,17.5217269936481,23.7006839337547,28.7952510710389,40.1019180089805,14.3854190266751,22.9412750859944,15.9796856027673,33.4679082045237,17.6116533712805,23.6952140103046,28.8578981051824,40.1019180089806,17.3455247361138,22.9412750859944,15.9796856027673,33.4679082045237,17.6116533712805,23.6952140103046,29.0817541714753,40.1019180089805,17.3762270031469,5,66925662633.2,4001953.55157,937,1097,"M221","M221D","M221Da","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Northern Blue Ridge Mountains",1,1536401.80517,621759.751264,33,3,33
"301",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80594665029.3,6080161.9395,1019,1175,"M221","M221A","M221Ab","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Great Valley of Virginia",1,1850198.9217,748748.9389,34,4,34
"302",2010,NA,NA,2.42173831699918,43.3928840148289,169.07155622452,1776.56922856875,0,1991.4554071251,19.1497625,6.15239625,0.0360072332881259,0.645180235535355,2.51381370341709,22.9645722627138,0,51.4617321849544,9.57488125,3.076198125,0.0180036166440629,0.322590117767678,1.25690685170854,11.2756049809924,0,25.5241849421127,NA,NA,8.3426265701158e-07,NA,NA,8.23441670495334e-07,NA,NA,8.44027530023513e-07,0,1.75343748535862e-06,1.1071436393472e-06,0,0,NA,0,8.44027530023513e-07,0,1.23986753628377e-06,0,0,1.2413972627542e-06,NA,8.95536145816842e-07,1,35366794325.2,2508208.44375,1022,1177,"221","221D","221De","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Northern Piedmont",1,811909.878907,328568.270786,35,4,35
"303",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73540579.7495,391677.050662,1041,1194,"221","221D","221Dd","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Northern Appalachian Piedmont","Triassic Basins",0,18172.3514826,7354.08973076,36,4,36
"304",2010,NA,NA,2.36531176108152,23.3878698007308,135.308202197323,622.497494784681,177.630351266546,961.189229810362,12.5320431077898,6.6207523545716,0.0316784011335412,0.326290981612045,1.91780687937533,5.3276908685685,1.89785205780528,28.6541146508561,6.26602155389489,3.3103761772858,0.0158392005667706,0.163145490806023,0.958903439687668,2.61589621646713,0.960313141249476,14.2904952199578,NA,NA,17.7782969743599,16.9202860570759,11.4663958940426,18.1188160034525,58.2719674675672,17.3178409219057,10.6267473717621,3.37230836076173,15.7724079640666,17.5288759028539,15.4130021644954,11.3344836132904,58.2719674675672,8.02089488627084,10.6267473717621,3.37230836076173,15.7724079640666,17.5288759028539,15.4130021644954,11.3344836132904,58.2719674675672,8.0781111515298,3,67705985195.9,2552005.1041,1060,1206,"M221","M221A","M221Aa","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Northern Ridge and Valley","Ridge and Valley",1,1554315.54628,629009.18509,37,4,37
"305",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1465417881.38,756520.343672,1135,1289,"231","231I","231Ib","Humid Temperate","Subtropical","Southeastern Mixed Forest","Central Appalachian Piedmont","Lynchburg Belt",0,362112.572613,146541.759011,38,4,38
"306",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,742220147.787,436121.44388,1232,1381,"M221","M221B","M221Be","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Allegheny Mountains","Western Allegheny Mountain and Valley",0,183406.661585,74222.0426347,40,4,40
"307",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528512343.335,497240.891198,1391,1511,"M221","M221D","M221Db","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Central Blue Ridge Mountains",0,130598.19039,52851.2125532,41,4,41
"308",2010,NA,NA,3.72249146117889,32.3984653791223,156.86651063371,851.375833984941,0,1044.36330145895,46.91219062043,22.2008168371667,0.051295820185104,0.450107982216021,2.11959325471934,7.35725386604094,0,79.0912583807581,23.456095310215,11.1004084185833,0.025647910092552,0.225053991108011,1.05979662735967,3.66973022344365,0,39.5367324808022,NA,NA,9.06035564051187,20.2298032622794,60.0139460270033,27.7866871862555,NA,28.5092900246042,47.3058716986189,32.7894471723119,11.0086904935814,20.7277457892749,58.7266961541886,24.5292730880641,NA,34.2980978880356,47.3058716986189,32.7894471723119,11.0086904935814,20.7277457892749,58.7266961541886,24.4959175728822,NA,34.4211545537073,4,114899866483,3657874.60236,1465,1581,"M221","M221D","M221Dc","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Southern Blue Ridge Mountains",1,2637737.9817,1067454.68919,42,5,42
"309",2010,NA,NA,4.34878959470069,58.4557330865933,142.208022708746,577.061762087878,0,782.074307477918,21.7471472949002,14.6532140964334,0.0604308400596645,0.81147109489968,1.99051912393473,5.49647766058472,0,44.7592601108123,10.8735736474501,7.32660704821669,0.0302154200298322,0.405735547449839,0.995259561967366,2.77626824933173,0,22.4076594744455,NA,NA,31.1211748919908,16.8621581063352,27.0926369072744,48.0736580306164,NA,41.2278354061599,28.0063405965344,25.1899243727357,33.8071721269653,19.9321959784397,29.5837338802142,48.6763104183251,NA,10.2220036438246,28.0063405965344,25.1899243727357,33.8071721269653,19.9321959784397,29.5837338802142,49.6735608753902,NA,10.2086109013243,4,80992708377.6,2246946.11489,1542,1630,"M221","M221D","M221Dd","Humid Temperate","Hot Continental","Central Appalachian Broadleaf Forest-Coniferous Forest-Meadow","Blue Ridge Mountains","Metasedimentary Mountains",1,1859336.73961,752446.882611,45,5,45
"310",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994803185.76,800064.186106,1589,1657,"221","221J","221Jb","Humid Temperate","Hot Continental","Eastern Broadleaf Forest","Central Ridge and Valley","Sandstone Hills",0,245821.211398,99480.3148107,46,5,46
"311",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,633408865.706,342085.591116,1747,1799,"231","231A","231Ag","Humid Temperate","Subtropical","Southeastern Mixed Forest","Southern Appalachian Piedmont","Schist Hills",0,156518.700566,63340.8708612,48,5,48
